id,title,release_date,moby_score,moby_url,platforms,genres,developers,publishers
150643,Penguin Protection,2020-04-10,,https://www.mobygames.com/game/150643/penguin-protection/,"Browser, iPad, Android, iPhone","Simulation, Educational, Side view, Ecology / nature, Turn-based, 3rd-person (Other), Fixed / flip-screen, Life / social simulation, Point and select, Oceania, South America",Smithsonian Science Education Center,Smithsonian Institution
169325,Peppa Pig: Golden Boots,2015-07-20,,https://www.mobygames.com/game/169325/peppa-pig-golden-boots/,"iPhone, iPad, Android","Educational, Pre-school / toddler, Fantasy, Licensed, 3rd-person (Other), Mini-games, Point and select",Entertainment One UK Limited,Entertainment One UK Limited
143179,Peppa Pig: Holiday,2015-12-04,,https://www.mobygames.com/game/143179/peppa-pig-holiday/,"Android, iPad, iPhone","Educational, Pre-school / toddler, Licensed, 3rd-person (Other), 2D scrolling",Entertainment One UK Limited,Entertainment One UK Limited
169328,Peppa Pig: Party Time,2016-12-14,,https://www.mobygames.com/game/169328/peppa-pig-party-time/,"iPhone, Android, iPad","Educational, Pre-school / toddler, Fantasy, Licensed, 3rd-person (Other), Mini-games, Point and select",Entertainment One UK Limited,Entertainment One UK Limited
169324,Peppa Pig: Polly Parrot,2017-09-06,,https://www.mobygames.com/game/169324/peppa-pig-polly-parrot/,"iPhone, iPad, Android","Educational, Pre-school / toddler, Fantasy, Licensed, 3rd-person (Other), Point and select",Entertainment One UK Limited,Entertainment One UK Limited
169322,Peppa Pig: Sports Day,2016-07-20,,https://www.mobygames.com/game/169322/peppa-pig-sports-day/,"iPhone, Android, iPad","Sports, Educational, Pre-school / toddler, Fantasy, Licensed, 3rd-person (Other), 2D scrolling, Point and select, Direct control",Entertainment One UK Limited,Entertainment One UK Limited
169327,Peppa Pig: Theme Park,2015-12-04,,https://www.mobygames.com/game/169327/peppa-pig-theme-park/,"Android, iPad, iPhone","Educational, Pre-school / toddler, Fantasy, Licensed, 3rd-person (Other), Mini-games, Point and select",Entertainment One UK Limited,Entertainment One UK Limited
121991,Pet Care,2015-12-10,,https://www.mobygames.com/game/121991/pet-care/,"Nintendo Switch, iPad","1st-person, Educational, Ecology / nature, Puzzle, 2D scrolling, Fixed / flip-screen, Point and select",Tenkai PL S.C.,"Ultimate Games S.A., Tenkai PL S.C."
52893,Phone Story,2011-09-09,,https://www.mobygames.com/game/52893/phone-story/,"Windows, Browser, Android, iPhone, Macintosh","Action, Simulation, Educational, 3rd-person (Other)",Molleindustria,Molleindustria
150657,Pick Your Plate!,2019-11-22,,https://www.mobygames.com/game/150657/pick-your-plate/,"Browser, Android, iPad, iPhone","Simulation, 1st-person, Educational, Health / nutrition, Turn-based, Fixed / flip-screen, Life / social simulation, Point and select, Africa, Asia, Europe, Middle East, North America, Oceania, South America",Smithsonian Science Education Center,Smithsonian Institution
96954,Pipo Animal Memory,2012-08-23,,https://www.mobygames.com/game/96954/pipo-animal-memory/,"iPad, iPhone","Educational, Pre-school / toddler",Cibal Multimedia S.L.,Cibal Multimedia S.L.
100862,Pipo Memo Zoo,2012-10-28,,https://www.mobygames.com/game/100862/pipo-memo-zoo/,"iPad, iPhone","Educational, Pre-school / toddler",Cibal Multimedia S.L.,Cibal Multimedia S.L.
92002,PixelMaker,2016-05-05,,https://www.mobygames.com/game/92002/pixelmaker/,"Wii U, iPad, Android, Nintendo 3DS, iPhone","Educational, Graphics / art","Nostatic Software, LLC","Nostatic Software, LLC"
40465,Plan It Green,2009-04-23,,https://www.mobygames.com/game/40465/plan-it-green/,"Windows, iPhone, Macintosh","Simulation, Strategy / tactics, Educational, Isometric, Managerial / business simulation, Ecology / nature, City building / construction simulation","Gunnar Games, Inc., Merscom LLC, Virtual Prophecy Entertainment","National Geographic Games, Game Factory Interactive Ltd., I-play, Russobit-M"
136215,Plants,2014-05-22,,https://www.mobygames.com/game/136215/plants/,"iPhone, iPad","Educational, Ecology / nature, Fixed / flip-screen, Point and select",Tinybop Inc.,Tinybop Inc.
83880,Play the Bible,2016-09-23,,https://www.mobygames.com/game/83880/play-the-bible/,"iPhone, iPad, Android","Educational, Top-down, Cards / tiles, Religion, Puzzle, Point and select",Bible Games Inc.,"RD Games, Inc."
93395,Play-Doh: Seek and Squish,2014-11-20,,https://www.mobygames.com/game/93395/play-doh-seek-and-squish/,"Android, iPad, iPhone","Educational, Reading / writing, Pre-school / toddler, Ecology / nature, Licensed, 3rd-person (Other), Interactive book","Graphite Lab, LLC",PlayDate Digital Inc.
105292,Playful Math,2015-06-29,,https://www.mobygames.com/game/105292/playful-math/,"Macintosh, iPhone, iPad, Android","Educational, Math / logic, 3rd-person (Other), Point and select",Morningdew Media AB,Morningdew Media AB
89323,Pocoyo Playset: Let's Move!,2016-07-01,,https://www.mobygames.com/game/89323/pocoyo-playset-lets-move/,iPad,"Sports, Educational, Baseball, Olympiad / mixed sports, Reading / writing, Pre-school / toddler, Football (European) / Soccer, 3rd-person (Other), Mini-games, Point and select","Zinkia Entertainment, S.A.","Zinkia Entertainment, S.A."
60524,Poems by Heart,2013-04-04,,https://www.mobygames.com/game/60524/poems-by-heart/,"iPhone, iPad","Educational, Mental training",inkle Ltd.,Penguin Group (USA) LLC
73901,Pokémon de Manabu Real Eigo XY Taiyaku Scope,2015-05-07,,https://www.mobygames.com/game/73901/pokemon-de-manabu-real-eigo-xy-taiyaku-scope/,"iPad, iPhone","Educational, Anime / Manga, Foreign language",,"Pokémon Company, The"
168702,Pokémon Smile,2020-06-17,,https://www.mobygames.com/game/168702/pokemon-smile/,"iPhone, Android, iPad","Action, Educational, Fantasy, Licensed, Health / nutrition, 3rd-person (Other), Fixed / flip-screen, Motion control, Augmented reality","Pokémon Company International, The, LITALICO Inc.","Pokémon Company International, The"
207466,Polish Scientists: The Game,2022-03-16,,https://www.mobygames.com/game/207466/polish-scientists-the-game/,"Android, iPhone","Adventure, Educational, Puzzle elements, History, Fantasy, 3rd-person (Other), Graphic adventure, Point and select, Europe",Crystal Apps,Nauka To Lubię
75999,Porta-Pilots: Plunging Through Time,2015-10-29,,https://www.mobygames.com/game/75999/porta-pilots-plunging-through-time/,"iPhone, Android, iPad","Adventure, Educational, Side view, Puzzle elements, History, 3rd-person (Other)",Hibernum Créations Inc.,"A&E Television Networks, LLC"
143073,Potion Portions,2018-08-10,,https://www.mobygames.com/game/143073/potion-portions/,"iPad, iPhone","Educational, Side view, Game show / trivia / quiz, Math / logic, Puzzle, Fixed / flip-screen, Point and select","Robot Sea Monster Games, LLC","Nomic Studios, Inc."
203921,Powernauts,2018-12-17,,https://www.mobygames.com/game/203921/powernauts/,"iPhone, iPad","Sci-fi / futuristic, Educational, Side view, Platform, Math / logic, 2D scrolling, Direct control","Teachlabs, S.L.","Teachlabs, S.L., Teachlabs S.L."
173420,Prehistoric Life Puzzle,2015-08-12,,https://www.mobygames.com/game/173420/prehistoric-life-puzzle/,"iPhone, Nintendo Switch, iPad, Android","Educational, Top-down, History, Ecology / nature, Puzzle, Fixed / flip-screen, Point and select",Happymeal Inc.,"LLC Shinyuden, Happymeal Inc."
83879,Preschool and Kindergarten Learning Games,2012-03-25,,https://www.mobygames.com/game/83879/preschool-and-kindergarten-learning-games/,"Macintosh, iPhone, iPad","Educational, Pre-school / toddler",,
150071,Prodigy,2013,,https://www.mobygames.com/game/150071/prodigy/,"Browser, iPhone, Android, iPad","Educational, Side view, Math / logic, Fantasy, Turn-based, Fixed / flip-screen, RPG elements, Point and select",Prodigy Education,SMARTeacher Inc.
144093,Professor Madhouse,2018-06-04,,https://www.mobygames.com/game/144093/professor-madhouse/,"iPad, Macintosh, Windows, iPhone","Educational, Side view, Platform, Math / logic, Fantasy, Puzzle, 2D scrolling, Direct control",Red Dev Studio S.A.,"PlayWay S.A., Ultimate Games S.A."
67679,Putt-Putt's Fun House,2013-05-23,,https://www.mobygames.com/game/67679/putt-putts-fun-house/,"Android, iPad, iPhone","Educational, Puzzle elements, Reading / writing, Pre-school / toddler","Humongous Entertainment, Inc.","Tommo Inc., Humongous Entertainment, Inc."
142978,Puzzles for Toddlers & Kids,2019-12-11,,https://www.mobygames.com/game/142978/puzzles-for-toddlers-kids/,"Nintendo Switch, iPhone, iPad","Educational, Top-down, Pre-school / toddler, Puzzle, Fixed / flip-screen, Point and select",winterworks GmbH,"winterworks GmbH, Rainy Frog LLC"
113270,Quarrel Deluxe,2011-08-25,,https://www.mobygames.com/game/113270/quarrel-deluxe/,"iPhone, iPad","Strategy / tactics, Educational, Isometric, Board game, Reading / writing, Turn-based, Puzzle, Diagonal-down, Word construction, Point and select",Denki Ltd.,"UTV Ignition Games Ltd., Indiagames Ltd."
163231,Race to Ratify,2019-03-09,,https://www.mobygames.com/game/163231/race-to-ratify/,"Browser, iPad, Android","Simulation, 1st-person, Educational, Historical events, Managerial / business simulation, History, Sociology, Turn-based, Fixed / flip-screen, Point and select, Industrial Age, North America","Filament Games, LLC","iCivics, Inc."
64929,Radioapan: Banankalas!,2012-11-19,,https://www.mobygames.com/game/64929/radioapan-banankalas/,"iPhone, Android, iPad","Educational, Side view, Pre-school / toddler, Licensed, Puzzle, Fixed / flip-screen, Point and select",Doberman,Sveriges Radio
82868,Reading Words,2014-09-16,,https://www.mobygames.com/game/82868/reading-words/,"iPad, iPhone","Educational, Reading / writing",Help Me 2 Learn Company,Help Me 2 Learn Company
29861,Retro Granny's Garden,2006-12-08,,https://www.mobygames.com/game/29861/retro-grannys-garden/,"Macintosh, iPhone, Windows, iPad","Adventure, 1st-person, Educational, Interactive fiction / text adventure, Math / logic, Reading / writing, Typing, Pre-school / toddler",4Mation Educational Resources Ltd,4Mation Educational Resources Ltd
71458,Ruff's Bone,1994,,https://www.mobygames.com/game/71458/ruffs-bone/,"Windows 16-bit, Macintosh, iPhone, Android, iPad, Windows","Educational, Reading / writing, 3rd-person (Other)","Living Books, Colossal Pictures","Brøderbund Software, Inc., Wanderful Inc., Jordan Freeman Group, LLC"
114301,Sago Mini Big City,2018-07-09,,https://www.mobygames.com/game/114301/sago-mini-big-city/,"iPhone, iPad, Android","Educational, Side view, Pre-school / toddler, 2D scrolling",Sago Sago Toys Inc.,Sago Sago Toys Inc.
114475,Sago Mini Bug Builder,2013-07-02,,https://www.mobygames.com/game/114475/sago-mini-bug-builder/,"Android, iPad, iPhone","Educational, Real-time, Side view, Graphics / art, Fixed / flip-screen",Sago Sago Toys Inc.,Sago Sago Toys Inc.
114469,Sago Mini Forest Flyer,2013-05-23,,https://www.mobygames.com/game/114469/sago-mini-forest-flyer/,"Android, iPad, iPhone","Educational, Side view, Pre-school / toddler, 2D scrolling",Sago Sago Toys Inc.,Sago Sago Toys Inc.
114470,Sago Mini Holiday Trucks and Diggers,2016-11-09,,https://www.mobygames.com/game/114470/sago-mini-holiday-trucks-and-diggers/,"iPad, Android, iPhone","Educational, Real-time, Side view, Pre-school / toddler, 2D scrolling, City building / construction simulation, Mini-games, Transport, Truck, Agricultural / industrial",Sago Sago Toys Inc.,Sago Sago Toys Inc.
114471,Sago Mini Ocean Swimmer,2013-12-11,,https://www.mobygames.com/game/114471/sago-mini-ocean-swimmer/,"Windows Apps, Android, iPad, iPhone","Educational, Real-time, Side view, 2D scrolling",Sago Sago Toys Inc.,Sago Sago Toys Inc.
114876,Sago Mini Pet Cafe,2013-08-14,,https://www.mobygames.com/game/114876/sago-mini-pet-cafe/,"Android, iPad, iPhone","Educational, Side view, Pre-school / toddler, Fixed / flip-screen",Sago Sago Toys Inc.,Sago Sago Toys Inc.
114822,Sago Mini Sound Box,2013-05-16,,https://www.mobygames.com/game/114822/sago-mini-sound-box/,"iPad, Android, Windows Apps, iPhone","Educational, Real-time, Side view, Pre-school / toddler, Music, Fixed / flip-screen",Sago Sago Toys Inc.,Sago Sago Toys Inc.
114472,Sago Mini Space Explorer,2014-05-15,,https://www.mobygames.com/game/114472/sago-mini-space-explorer/,"iPad, Android, iPhone","Educational, Real-time, Side view, 2D scrolling, Space flight",Sago Sago Toys Inc.,Sago Sago Toys Inc.
114476,Sago Mini Toolbox,2015-04-16,,https://www.mobygames.com/game/114476/sago-mini-toolbox/,"iPad, Android, iPhone","Educational, Real-time, Side view, Pre-school / toddler, Fixed / flip-screen, Mini-games",Sago Sago Toys Inc.,Sago Sago Toys Inc.
97510,Sago Mini World,2014-08-07,,https://www.mobygames.com/game/97510/sago-mini-world/,"iPad, Android, iPhone","Educational, Pre-school / toddler, 3rd-person (Other), Mini-games",Sago Sago Toys Inc.,Sago Sago Toys Inc.
92218,Scout's ABC Garden,2011-04-05,,https://www.mobygames.com/game/92218/scouts-abc-garden/,"iPad, iPhone","Educational, Reading / writing, Pre-school / toddler, 3rd-person (Other)",Other Ocean Interactive Ltd.,"LeapFrog Enterprises, Inc."
53310,Scribblr,2011-10-19,,https://www.mobygames.com/game/53310/scribblr/,iPhone,"Educational, Board game, Graphics / art",OmNom Apps,OmNom Apps
191876,Seashell,2022-03-14,,https://www.mobygames.com/game/191876/seashell/,"Nintendo Switch, iPhone, Windows, Android, iPad","Adventure, 1st-person, Educational, Science, Fixed / flip-screen, Point and select, Contemporary",High Tea Frog Ltd,High Tea Frog Ltd
89999,Second Grade Learning Games,2013-02-13,,https://www.mobygames.com/game/89999/second-grade-learning-games/,"iPhone, iPad","Educational, Math / logic, Reading / writing",,
40041,Secrets of Great Art,2007-06-22,,https://www.mobygames.com/game/40041/secrets-of-great-art/,"Windows, iPhone, Macintosh, iPad","Adventure, 1st-person, Educational, Graphics / art, Hidden object","Dekovir, Inc.","Dekovir, Inc., Reflexive Entertainment Inc."
121104,Secrets of the Past: Dion,2018-02-12,,https://www.mobygames.com/game/121104/secrets-of-the-past-dion/,"iPhone, Windows, Android, iPad","Simulation, Educational, History, Diagonal-down, Free camera, Point and select",Culturplay,Culturplay
80223,Sesame Beginnings,2013-11-14,,https://www.mobygames.com/game/80223/sesame-beginnings/,"iPad, Android, iPhone","Educational, Pre-school / toddler, Licensed, 3rd-person (Other)","Night & Day Studios, Inc.","Night & Day Studios, Inc."
109717,Sesame Street Makes Music,2015-12-17,,https://www.mobygames.com/game/109717/sesame-street-makes-music/,"iPad, iPhone","1st-person, Educational, Pre-school / toddler, Music, Licensed, Music / rhythm",Sesame Workshop Inc.,Sesame Workshop Inc.
178225,Seterra,2011,,https://www.mobygames.com/game/178225/seterra/,"iPhone, Browser, iPad","Educational, Top-down, Game show / trivia / quiz, Geography, Puzzle, 2D scrolling, Free camera, Point and select",Seterra AB,Marianne Wartoft AB
97300,Shapes & Colours: Kids Games,2015-11-22,,https://www.mobygames.com/game/97300/shapes-colours-kids-games/,"iPhone, iPad","Educational, Pre-school / toddler",Bimi Boo,Bimi Boo
150655,Showbiz Safari,2015-09-24,,https://www.mobygames.com/game/150655/showbiz-safari/,"iPad, Android, Browser","1st-person, Educational, Managerial / business simulation, Ecology / nature, Turn-based, Fixed / flip-screen, Point and select, Contemporary",Smithsonian Science Education Center,Smithsonian Institution
150649,Shutterbugs: Wiggle and Stomp,2013-10-24,,https://www.mobygames.com/game/150649/shutterbugs-wiggle-and-stomp/,"Browser, iPad, Android","1st-person, Educational, Ecology / nature, Turn-based, Contemporary",Smithsonian Science Education Center,Smithsonian Institution
163768,Silver,2021-04-23,,https://www.mobygames.com/game/163768/silver/,"iPhone, iPad, Android","Adventure, Educational, Health / nutrition, Visual novel, 3rd-person (Other), Fixed / flip-screen, Menu structures, Contemporary","VLESP, Create Studio BVBA",VLESP
136209,Simple Machines,2015-05-19,,https://www.mobygames.com/game/136209/simple-machines/,"iPad, iPhone","Simulation, Educational, Side view, Science, Fixed / flip-screen, Point and select",Tinybop Inc.,Tinybop Inc.
208349,Simple Socks,2011-09-22,,https://www.mobygames.com/game/208349/simple-socks/,iPhone,"1st-person, Educational, Math / logic, Fantasy, Puzzle","Studio of Secret6, Inc., The","Simple Games, Inc."
104946,Sir Tincan: Adventures in the Castle,2017-03-20,,https://www.mobygames.com/game/104946/sir-tincan-adventures-in-the-castle/,"Windows Phone, Android, iPad, Nintendo Switch, iPhone","Action, Educational, Side view, Puzzle elements, Math / logic, Pre-school / toddler, 2D scrolling, Medieval",winterworks GmbH,"winterworks GmbH, Rainy Frog LLC"
136208,Skyscrapers,2016-07-18,,https://www.mobygames.com/game/136208/skyscrapers/,"iPad, iPhone","Simulation, Educational, Fixed / flip-screen, Point and select, Contemporary",Tinybop Inc.,Tinybop Inc.
98859,Smart Cycle Mission Tech City,2017-05-12,,https://www.mobygames.com/game/98859/smart-cycle-mission-tech-city/,"Fire OS, tvOS, iPad, Android","1st-person, Arcade, Educational, Puzzle elements, Pre-school / toddler, Helicopter, Meditative / Zen, Fantasy, 2D scrolling, Fixed / flip-screen, Mini-games, Word construction, Direct control, Automobile, Contemporary","Fisher-Price, Inc.","Fisher-Price, Inc."
202995,"Smoothie, Alfie Atkins",2019-03-20,,https://www.mobygames.com/game/202995/smoothie-alfie-atkins/,"iPhone, iPad, Android","1st-person, Educational, Top-down, Side view, Math / logic, Licensed, 3rd-person (Other), Mini-games, Point and select, Direct control",Hyper Games AS,Hyper Games AS
227531,Songs of Travel,2024-05-15,,https://www.mobygames.com/game/227531/songs-of-travel/,"iPhone, Android, iPad","Adventure, 1st-person, Educational, Full Motion Video (FMV), Sociology, Visual novel, Point and select",,Causa Creations Interactive Media GmbH
136219,Space,2016-11-30,,https://www.mobygames.com/game/136219/space/,"iPad, iPhone","Educational, Science, Fixed / flip-screen, Point and select",Tinybop Inc.,Tinybop Inc.
94092,Spotty & Friends: Playground,2015-08-07,,https://www.mobygames.com/game/94092/spotty-friends-playground/,"Android, iPad, iPhone","Educational, Top-down, Side view, Puzzle elements, Pre-school / toddler, 2D scrolling, Fixed / flip-screen, Point and select",redBit games srl,redBit games srl
124281,Squirrel & Bär,2014-03-21,,https://www.mobygames.com/game/124281/squirrel-bar/,"iPad, iPhone","Adventure, Educational, Side view, Foreign language, Puzzle, 2D scrolling, Europe",the Good Evil GmbH,the Good Evil GmbH
123073,Star Chart,2009-12-23,,https://www.mobygames.com/game/123073/star-chart/,"Oculus Go, Windows Phone, Windows Apps, Android, iPad, Quest, Macintosh, iPhone, Windows","1st-person, Educational, Ecology / nature, 2D scrolling, Direct control, Motion control",Escapist Games Limited,"Escape Velocity Limited, Escapist Games Limited"
136225,States of Matter,2019-04-04,,https://www.mobygames.com/game/136225/states-of-matter/,"iPhone, iPad","Educational, Science, Fixed / flip-screen, Point and select",Tinybop Inc.,Tinybop Inc.
71459,Stellaluna,1996,,https://www.mobygames.com/game/71459/stellaluna/,"Windows, Windows 16-bit, Macintosh, iPhone, iPad, Linux","Educational, Reading / writing, 3rd-person (Other)",Living Books,"Jordan Freeman Group, LLC, The Software MacKiev Company, Wanderful Inc., Brøderbund Software, Inc."
122775,Study Quest,2017-03-15,,https://www.mobygames.com/game/122775/study-quest/,"iPhone, Android, iPad","Sci-fi / futuristic, Educational, Side view, Role-playing (RPG), Fantasy, Foreign language, Turn-based, Tile matching puzzle, Contemporary, Sea pirates / Caribbean, Japan (Ancient/Classical/Medieval)",Futuretro Studios,Futuretro Studios
53562,Sweatshop,2011-07-18,,https://www.mobygames.com/game/53562/sweatshop/,"Browser, iPad","Strategy / tactics, Educational, Top-down, Real-time, Managerial / business simulation, Sociology",Littleloud Ltd.,Channel Four Television Corporation
150654,Tami's Tower,2018-12-13,,https://www.mobygames.com/game/150654/tamis-tower/,"iPhone, Browser, iPad, Android","1st-person, Educational, Side view, Puzzle elements, Math / logic, Ecology / nature, Turn-based, Puzzle, Fixed / flip-screen, City building / construction simulation, Direct control",Smithsonian Science Education Center,Smithsonian Institution
188534,Teaching Guide Grade 1-3: MSM,2018-08-05,,https://www.mobygames.com/game/188534/teaching-guide-grade-1-3-msm/,"iPhone, iPad","Educational, Music, Fantasy, Diagonal-down",Big Blue Bubble Inc.,Big Blue Bubble Inc.
109006,Teletubbies Play Time,2017-06-19,,https://www.mobygames.com/game/109006/teletubbies-play-time/,"iPhone, iPad, Android","Educational, Pre-school / toddler, Licensed, 3rd-person (Other), Mini-games, Game mode, Map / level, Customization / outfit / skin",Built Games LLC.,Built Games LLC.
110395,Teletubbies Playground Pals,2017-12-30,,https://www.mobygames.com/game/110395/teletubbies-playground-pals/,"iPhone, Android, iPad","1st-person, Educational, Board game, Fantasy, Graphics / art, Ecology / nature, Licensed, Health / nutrition, Mini-games, Point and select, Motion control",Biba Ventures Inc.,Biba Ventures Inc.
109008,Teletubbies: Dipsy's Fancy Hat Maker,2016-03-23,,https://www.mobygames.com/game/109008/teletubbies-dipsys-fancy-hat-maker/,"iPhone, Android, iPad","Educational, Pre-school / toddler, Graphics / art, Licensed, 3rd-person (Other), Fixed / flip-screen, Mini-games",Cube Kids Ltd,Cube Kids Ltd
109009,Teletubbies: Laa-Laa's Dancing Game,2016-03-23,,https://www.mobygames.com/game/109009/teletubbies-laa-laas-dancing-game/,"Android, iPad, iPhone","Educational, Pre-school / toddler, Music, Licensed, Music / rhythm, 3rd-person (Other), Fixed / flip-screen, Mini-games",Cube Kids Ltd,Cube Kids Ltd
109007,Teletubbies: Po's Daily Adventures,2016-03-23,,https://www.mobygames.com/game/109007/teletubbies-pos-daily-adventures/,"iPhone, Android, iPad","Simulation, Educational, Math / logic, Pre-school / toddler, Licensed, 3rd-person (Other), Life / social simulation, Mini-games",Cube Kids Ltd,Cube Kids Ltd
109010,Teletubbies: Tinky Winky’s Magic Bag,2016-03-23,,https://www.mobygames.com/game/109010/teletubbies-tinky-winkys-magic-bag/,"iPhone, Android, iPad","Educational, Math / logic, Pre-school / toddler, Graphics / art, Licensed, 3rd-person (Other), Fixed / flip-screen, Mini-games",Cube Kids Ltd,Cube Kids Ltd
91572,The 39 Clues: Vesper Hunt,2012-07-25,,https://www.mobygames.com/game/91572/the-39-clues-vesper-hunt/,"iPad, iPhone","Educational, Puzzle elements, Math / logic, Geography, Mini-games",,"Scholastic, Inc."
217157,The Animated Tale of Benjamin Bunny,2013-01-03,,https://www.mobygames.com/game/217157/the-animated-tale-of-benjamin-bunny/,"Android, iPad","Educational, Fantasy, Licensed, 3rd-person (Other), Fixed / flip-screen, Point and select, Interactive book","Code-Monkeys, LLC, Wündershop","Code-Monkeys, LLC"
217158,The Animated Tale of Jeremy Fisher,2015-10-27,,https://www.mobygames.com/game/217158/the-animated-tale-of-jeremy-fisher/,iPad,"Educational, Fantasy, Licensed, 3rd-person (Other), Fixed / flip-screen, Point and select, Interactive book","Wündershop, Code-Monkeys, LLC","Code-Monkeys, LLC"
217159,The Animated Tale of the Tailor of Glouster,2013-01-02,,https://www.mobygames.com/game/217159/the-animated-tale-of-the-tailor-of-glouster/,iPad,"Educational, Fantasy, Licensed, 3rd-person (Other), Fixed / flip-screen, Interactive book","Wündershop, Code-Monkeys, LLC","Code-Monkeys, LLC"
71844,The Berenstain Bears Get in a Fight,1995,,https://www.mobygames.com/game/71844/the-berenstain-bears-get-in-a-fight/,"Linux, Windows, Windows 16-bit, Macintosh, iPhone, Android, iPad","Educational, Reading / writing, Fantasy, Licensed, 3rd-person (Other), Fixed / flip-screen, Point and select",Living Books,"Wanderful Inc., Brøderbund Software, Inc., Jordan Freeman Group, LLC"
79722,The Berenstain Bears in the Dark,1996,,https://www.mobygames.com/game/79722/the-berenstain-bears-in-the-dark/,"Windows, Windows 16-bit, Macintosh, iPhone, Android, iPad","Educational, Reading / writing, Licensed, 3rd-person (Other)",Living Books,"Brøderbund Software, Inc., Wanderful Inc., Jordan Freeman Group, LLC"
163283,The Cat in the Hat Builds That,2018-03-08,,https://www.mobygames.com/game/163283/the-cat-in-the-hat-builds-that/,"Browser, iPhone, Android, iPad","Educational, Puzzle elements, Meditative / Zen, Fantasy, Licensed, Science, Puzzle, 3rd-person (Other), Fixed / flip-screen, Mini-games, Point and select",,PBS Kids
101819,The Counting Kingdom,2014-08-05,,https://www.mobygames.com/game/101819/the-counting-kingdom/,"Windows, iPad, iPhone, Macintosh","Strategy / tactics, Educational, Top-down, Math / logic, Fantasy, Puzzle, Fixed / flip-screen, Tower defense, Medieval",Little Worlds Interactive,Little Worlds Interactive
153926,The Devil's Calculator,2019-01-11,,https://www.mobygames.com/game/153926/the-devils-calculator/,"Windows, Linux, iPhone, Macintosh, iPad, Android","Educational, Math / logic, Puzzle, Fixed / flip-screen, Menu structures",Cinq-Mars Media,Cinq-Mars Media
136210,The Earth,2015-09-13,,https://www.mobygames.com/game/136210/the-earth/,"iPhone, iPad","Educational, Ecology / nature, Science, Fixed / flip-screen, Point and select",Tinybop Inc.,Tinybop Inc.
129164,The Expression Amrilato,2017-12-21,,https://www.mobygames.com/game/129164/the-expression-amrilato/,"Windows, iPhone, Linux, Macintosh, iPad, Android","Adventure, 1st-person, Educational, Anime / Manga, Foreign language, Visual novel, Romance, 2D scrolling, Fixed / flip-screen, Direct control, Contemporary",SukeraSparo,"MangaGamer.com, Mirai Works, Alliance Inc., Hublots Co., Ltd"
136212,The Human Body,2013-08-15,,https://www.mobygames.com/game/136212/the-human-body/,"iPad, iPhone","Educational, Health / nutrition, Fixed / flip-screen, Point and select",Tinybop Inc.,Tinybop Inc.
136218,The Infinite Arcade,2016-04-26,,https://www.mobygames.com/game/136218/the-infinite-arcade/,"iPad, iPhone","Educational, Math / logic, Fixed / flip-screen, Point and select",Tinybop Inc.,Tinybop Inc.
207281,The Journey of Elisa,2017-01-26,,https://www.mobygames.com/game/207281/the-journey-of-elisa/,"Browser, iPhone, iPad, Android","Adventure, Educational, Visual novel, Puzzle, 3rd-person (Other), Fixed / flip-screen, Direct control, Menu structures, Contemporary",Gametopia,"Flas Entertainment S.L., Gametopia"
225049,The Magic School Bus: Dinosaurs,2010,,https://www.mobygames.com/game/225049/the-magic-school-bus-dinosaurs/,iPad,"Educational, Real-time, Bus, Licensed, Fixed / flip-screen, Mini-games, Direct control, Prehistoric, Interactive book","Scholastic, Inc.","Scholastic, Inc."
225048,The Magic School Bus: Oceans,2010-12-29,,https://www.mobygames.com/game/225048/the-magic-school-bus-oceans/,iPad,"Educational, Real-time, Bus, Naval / watercraft, Ecology / nature, Licensed, Science, Fixed / flip-screen, Mini-games, Direct control, Interactive book, Oceania","Scholastic, Inc.","Scholastic, Inc."
416,The Manhole: CD-ROM Masterpiece Edition,1994,,https://www.mobygames.com/game/416/the-manhole-cd-rom-masterpiece-edition/,"Windows, Windows 16-bit, Macintosh, iPhone","Adventure, 1st-person, Educational, Pre-school / toddler","Cyan Worlds, Inc.","Cyan Worlds, Inc., Brøderbund Software, Inc."
136214,The Monsters,2015-12-03,,https://www.mobygames.com/game/136214/the-monsters/,"iPhone, iPad","Educational, Side view, Fantasy, Point and select",Tinybop Inc.,Tinybop Inc.
62289,The New Kid on the Block,1993,,https://www.mobygames.com/game/62289/the-new-kid-on-the-block/,"Windows 16-bit, Macintosh, iPhone, iPad, Linux, Windows","Educational, Reading / writing",Living Books,"Jordan Freeman Group, LLC, Wanderful Inc., Brøderbund Software, Inc."
44804,The Tortoise and the Hare,1993,,https://www.mobygames.com/game/44804/the-tortoise-and-the-hare/,"Windows 16-bit, Macintosh, iPhone, Android, iPad, Windows","Adventure, Educational, Reading / writing",Living Books,"Jordan Freeman Group, LLC, Brøderbund Software, Inc., Mattel Interactive Deutschland GmbH, Random House, Inc., Learning Company, The, Wanderful Inc."
87204,Thinkin' Things Collection 1: Toony the Loon’s Lagoon,1999,,https://www.mobygames.com/game/87204/thinkin-things-collection-1-toony-the-loons-lagoon/,"Windows, Macintosh, iPad","Educational, Math / logic, 3rd-person (Other)",Edmark Corporation,"Riverdeep Interactive Learning Limited, The Software MacKiev Company, Edmark Corporation"
90000,Third Grade Learning Games,2013-05-08,,https://www.mobygames.com/game/90000/third-grade-learning-games/,"iPad, iPhone","Educational, Math / logic, Reading / writing",,
